% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=275182, Wed Oct 25 13:06:25 2023, <python>{}</python>
1 12 0.45416505804001583 1.0000466677555726 0.001064092735759914 1.0640927357599139e-03 0.0012565978104248643 0.0013632866321131587   
2 24 0.46087978221216064 1.1105890090810562 0.0009360642870888114 9.3606428708881140e-04 0.0010992676252499223 0.0012622912181541324   
3 36 0.48049628801333066 1.217981263982044 0.0009244491811841726 9.2444918118417263e-04 0.0010030257981270552 0.0011975945672020316   
4 48 0.4975725941665148 1.3476194608823975 0.0009089388186112046 9.0893881861120462e-04 0.0010515539906919003 0.001112674712203443   
5 60 0.5057385043506242 1.4161966798180727 0.0009062890312634408 9.0628903126344085e-04 0.0010512092849239707 0.0013781095622107387   
6 72 0.4983886174963872 1.4616064703284453 0.0009052574750967324 9.0525747509673238e-04 0.0010083565721288323 0.0010543528478592634   
7 84 0.49833724890046915 1.5003993721190094 0.0008949675830081105 8.9496758300811052e-04 0.0009993126150220633 0.0011888014851137996   
8 96 0.48566907576741636 1.5957059884651985 0.0008666626526974142 8.6666265269741416e-04 0.0009656897746026516 0.0011046011932194233   
9 108 0.48098082061792374 1.634963747835002 0.0008666626526974142 8.6750142509117723e-04 0.0009438367560505867 0.0012421044521033764   
10 120 0.504775470157934 1.6309760982210615 0.0008666626526974142 8.6905184434726834e-04 0.0009071569074876606 0.001239434233866632   
11 132 0.5193747668618798 1.7009667973512352 0.0008666626526974142 8.8727602269500494e-04 0.0009363893768750131 0.0011507229646667838   
12 144 0.5264309759557304 1.8181983301108586 0.0008666626526974142 8.8696420425549150e-04 0.0009997854940593243 0.0012533697299659252   
13 156 0.5185481253658217 1.8629663209845357 0.0008666626526974142 8.9007202768698335e-04 0.0009457149426452816 0.00109005905687809   
14 168 0.54632381669566 1.8748550253250142 0.0008666626526974142 8.9810386998578906e-04 0.0009579481557011604 0.0011404299875721335   
15 180 0.5428844143863667 1.920667286085875 0.0008666626526974142 8.9980813208967447e-04 0.00099426310043782 0.001107325660996139   
16 192 0.5137469276481497 1.9620379036423643 0.0008666626526974142 8.8946503819897771e-04 0.0009286407730542123 0.0011598245473578572   
17 204 0.49546857014918017 1.957152352458123 0.0008666626526974142 8.6908362573012710e-04 0.000950020388700068 0.0012400916311889887   
18 216 0.486037939811204 1.9316392725224723 0.0008666626526974142 9.0134650235995650e-04 0.0009609757689759135 0.0010151703609153628   
19 228 0.47183431544447973 1.9972458855660808 0.0008666626526974142 8.8461826089769602e-04 0.0009167887037619948 0.0012178524630144238   
20 240 0.4655959274634923 2.010146310057354 0.0008666626526974142 8.9480302995070815e-04 0.0009552956908009946 0.0010728201596066356   
21 252 0.4571685606038241 2.0646280415310696 0.0008666626526974142 9.0083084069192410e-04 0.0010047155665233731 0.0011273326817899942   
22 264 0.4482022423928307 2.094643309218308 0.0008666626526974142 8.7172019993886352e-04 0.0009186635143123567 0.0012829486513510346   
