1.584000000000000000e+03 1.047868281602859497e-03
1.585000000000000000e+03 1.036552013829350471e-03
1.613000000000000000e+03 1.033782726153731346e-03
1.618000000000000000e+03 1.026682439260184765e-03
1.627000000000000000e+03 1.026336802169680595e-03
1.628000000000000000e+03 1.023820717819035053e-03
1.646000000000000000e+03 1.015941496007144451e-03
1.666000000000000000e+03 1.011342159472405910e-03
1.685000000000000000e+03 9.985330980271100998e-04
1.699000000000000000e+03 9.864389430731534958e-04
1.702000000000000000e+03 9.817337850108742714e-04
1.708000000000000000e+03 9.669532300904393196e-04
1.728000000000000000e+03 9.600503253750503063e-04
1.730000000000000000e+03 9.582589846104383469e-04
1.743000000000000000e+03 9.497592691332101822e-04
1.752000000000000000e+03 9.335345821455121040e-04
1.785000000000000000e+03 9.185684612020850182e-04
1.855000000000000000e+03 9.185533854179084301e-04
1.862000000000000000e+03 9.112601401284337044e-04
1.867000000000000000e+03 9.104064083658158779e-04
1.871000000000000000e+03 9.061871096491813660e-04
1.894000000000000000e+03 8.979545091278851032e-04
1.897000000000000000e+03 8.731069974601268768e-04
1.963000000000000000e+03 8.713947026990354061e-04
1.976000000000000000e+03 8.574116509407758713e-04
2.057000000000000000e+03 8.536980603821575642e-04
2.060000000000000000e+03 8.523705764673650265e-04
2.076000000000000000e+03 8.411490125581622124e-04
2.093000000000000000e+03 8.300708723254501820e-04
2.108000000000000000e+03 8.234591223299503326e-04
2.132000000000000000e+03 8.157726842910051346e-04
2.144000000000000000e+03 7.951700245030224323e-04
2.173000000000000000e+03 7.943626260384917259e-04
2.203000000000000000e+03 7.841851911507546902e-04
2.252000000000000000e+03 7.746619521640241146e-04
2.288000000000000000e+03 7.711433572694659233e-04
2.300000000000000000e+03 7.711267680861055851e-04
2.358000000000000000e+03 7.689461344853043556e-04
2.368000000000000000e+03 7.391367107629776001e-04
2.383000000000000000e+03 7.353008259087800980e-04
2.454000000000000000e+03 7.331134402193129063e-04
2.479000000000000000e+03 7.162449182942509651e-04
2.646000000000000000e+03 7.158849039115011692e-04
2.719000000000000000e+03 7.127597345970571041e-04
2.740000000000000000e+03 7.076759357005357742e-04
2.792000000000000000e+03 7.019002223387360573e-04
2.843000000000000000e+03 6.910464726388454437e-04
2.940000000000000000e+03 6.887281197123229504e-04
2.966000000000000000e+03 6.883023306727409363e-04
3.032000000000000000e+03 6.840581772848963737e-04
3.045000000000000000e+03 6.796621019020676613e-04
3.091000000000000000e+03 6.777261151000857353e-04
3.160000000000000000e+03 6.772339111194014549e-04
3.170000000000000000e+03 6.742060650140047073e-04
3.205000000000000000e+03 6.730630411766469479e-04
3.211000000000000000e+03 6.713279872201383114e-04
3.245000000000000000e+03 6.705655832774937153e-04
3.316000000000000000e+03 6.671322043985128403e-04
3.406000000000000000e+03 6.662956438958644867e-04
3.438000000000000000e+03 6.661856896243989468e-04
3.459000000000000000e+03 6.659635691903531551e-04
3.495000000000000000e+03 6.655076867900788784e-04
3.523000000000000000e+03 6.652681622654199600e-04
3.688000000000000000e+03 6.652521551586687565e-04
3.770000000000000000e+03 6.652011070400476456e-04
