1.000000000000000000e+00 3.639322938397526741e-03
1.000000000000000000e+01 3.614726942032575607e-03
1.500000000000000000e+01 3.598895156756043434e-03
2.800000000000000000e+01 3.596539609134197235e-03
3.200000000000000000e+01 3.590283449739217758e-03
3.900000000000000000e+01 3.569312160834670067e-03
4.000000000000000000e+01 3.550790250301361084e-03
5.000000000000000000e+01 3.522444982081651688e-03
5.500000000000000000e+01 3.520284779369831085e-03
5.900000000000000000e+01 3.492363262921571732e-03
6.100000000000000000e+01 3.469255752861499786e-03
7.000000000000000000e+01 3.438794985413551331e-03
7.800000000000000000e+01 3.434435231611132622e-03
8.900000000000000000e+01 3.420532448217272758e-03
9.100000000000000000e+01 3.355975495651364326e-03
9.800000000000000000e+01 3.353122156113386154e-03
9.900000000000000000e+01 3.308657323941588402e-03
1.020000000000000000e+02 3.278430551290512085e-03
1.100000000000000000e+02 3.224490443244576454e-03
1.190000000000000000e+02 3.219593549147248268e-03
1.210000000000000000e+02 3.161448054015636444e-03
1.330000000000000000e+02 3.061217023059725761e-03
1.490000000000000000e+02 3.060627961531281471e-03
1.550000000000000000e+02 3.040316980332136154e-03
1.570000000000000000e+02 2.958290744572877884e-03
1.710000000000000000e+02 2.870827214792370796e-03
1.750000000000000000e+02 2.810388570651412010e-03
2.090000000000000000e+02 2.670069923624396324e-03
2.100000000000000000e+02 2.635152079164981842e-03
2.360000000000000000e+02 2.543718321248888969e-03
2.450000000000000000e+02 2.354815602302551270e-03
2.530000000000000000e+02 2.197958761826157570e-03
2.980000000000000000e+02 2.094857860356569290e-03
3.120000000000000000e+02 1.704456750303506851e-03
5.290000000000000000e+02 1.683574169874191284e-03
6.340000000000000000e+02 1.622584415599703789e-03
6.650000000000000000e+02 1.615426386706531048e-03
6.760000000000000000e+02 1.583877950906753540e-03
6.910000000000000000e+02 1.572456094436347485e-03
7.160000000000000000e+02 1.556239323690533638e-03
7.630000000000000000e+02 1.543954480439424515e-03
7.930000000000000000e+02 1.494926516897976398e-03
8.210000000000000000e+02 1.493289135396480560e-03
8.330000000000000000e+02 1.404931070283055305e-03
9.040000000000000000e+02 1.396344392560422421e-03
1.002000000000000000e+03 1.385016948916018009e-03
1.030000000000000000e+03 1.381620881147682667e-03
1.050000000000000000e+03 1.373078790493309498e-03
1.057000000000000000e+03 1.345457741990685463e-03
1.105000000000000000e+03 1.336848130449652672e-03
1.124000000000000000e+03 1.330580911599099636e-03
1.132000000000000000e+03 1.308679813519120216e-03
1.165000000000000000e+03 1.306458842009305954e-03
1.180000000000000000e+03 1.291194697842001915e-03
1.190000000000000000e+03 1.259261043742299080e-03
1.222000000000000000e+03 1.246746047399938107e-03
1.242000000000000000e+03 1.222944352775812149e-03
1.266000000000000000e+03 1.208641333505511284e-03
1.267000000000000000e+03 1.195110613480210304e-03
1.298000000000000000e+03 1.183054875582456589e-03
1.326000000000000000e+03 1.182191655971109867e-03
1.341000000000000000e+03 1.168728922493755817e-03
1.349000000000000000e+03 1.164734130725264549e-03
1.373000000000000000e+03 1.164045184850692749e-03
1.418000000000000000e+03 1.128669711761176586e-03
1.419000000000000000e+03 1.109220320358872414e-03
1.429000000000000000e+03 1.097994507290422916e-03
1.447000000000000000e+03 1.092887250706553459e-03
1.475000000000000000e+03 1.087703974917531013e-03
1.482000000000000000e+03 1.056605367921292782e-03
